Batch_ID,FM_Product_Name,FM_Product_Category,FM_Manufacturing_Date,FM_Factory_Location,FM_Manufacturing_Quantity,FM_Unit
BF2025081125,Colgate,Toothpaste,23-08-2025,Kolkata,18891,packages
BF2025081126,Dabur Red,Toothpaste,28-08-2025,Kolkata,8366,packages
BF2025081127,Sensodyne,Toothpaste,17-08-2025,Kolkata,17252,packages
BF2025081128,Dabur Red,Toothpaste,13-08-2025,Kolkata,15586,packages
BF2025081129,Pears,Soap,26-08-2025,Kolkata,13108,packages
BF2025081130,Dettol,Soap,13-08-2025,Kolkata,8949,packages
BF2025081131,Dettol,Soap,16-08-2025,Kolkata,13655,packages
BF2025081132,Hamam,Soap,01-08-2025,Kolkata,10185,packages
BF2025081133,Rice Bran Oil,Oil,13-08-2025,Kolkata,10986,packages
BF2025081134,Mustard Oil,Oil,18-08-2025,Kolkata,17496,packages
BF2025081135,Olive Oil,Oil,16-08-2025,Kolkata,5273,packages
BF2025081136,Olive Oil,Oil,19-08-2025,Kolkata,5225,packages
BF2025081137,Coconut Oil,Oil,09-08-2025,Kolkata,5652,packages
BF2025091138,Crack Jack,Biscuit,26-09-2025,Kolhapur,13300,packages
BF2025091139,Crack Jack,Biscuit,10-09-2025,Kolhapur,11939,packages
BF2025091140,Crack Jack,Biscuit,23-09-2025,Kolhapur,6350,packages
BF2025091141,Hide & Seek,Biscuit,21-09-2025,Kolhapur,9546,packages
BF2025091142,5 Star,Chocolate,10-09-2025,Kolhapur,13377,packages
BF2025091143,Perk,Chocolate,07-09-2025,Kolhapur,13788,packages
BF2025091144,Twix,Chocolate,11-09-2025,Kolhapur,14608,packages
BF2025091145,5 Star,Chocolate,21-09-2025,Kolhapur,10081,packages
BF2025091146,Maida,Flour,24-09-2025,Kolhapur,5948,packages
BF2025091147,Rice Flour,Flour,08-09-2025,Kolhapur,12118,packages
BF2025091148,Multigrain Flour,Flour,04-09-2025,Kolhapur,15031,packages
BF2025091149,Wheat Flour,Flour,20-09-2025,Kolhapur,10067,packages
BF2025091150,Besan,Flour,22-09-2025,Kolhapur,6956,packages
BF2025091151,Besan,Flour,01-09-2025,Kolhapur,16493,packages
BF2025091152,Besan,Flour,01-09-2025,Kolhapur,13133,packages
BF2025091153,Balaji,Chips,17-09-2025,Pune,7735,packages
BF2025091154,Bingo,Chips,12-09-2025,Pune,17284,packages
BF2025091155,Balaji,Chips,25-09-2025,Pune,17008,packages
BF2025091156,Lays,Chips,04-09-2025,Pune,10488,packages
BF2025091157,Cheetos,Chips,26-09-2025,Pune,9456,packages
BF2025091158,Kurkure,Chips,17-09-2025,Pune,9308,packages
BF2025091159,Pepsi,Beverage,21-09-2025,Pune,13128,packages
BF2025091160,Mirinda,Beverage,15-09-2025,Pune,5908,packages
BF2025091161,Sprite,Beverage,16-09-2025,Pune,11024,packages
BF2025091162,Thums Up,Beverage,06-09-2025,Pune,17670,packages
BF2025091163,Pepsi,Beverage,04-09-2025,Pune,8742,packages
BF2025091164,Coca Cola,Beverage,24-09-2025,Pune,5721,packages
BF2025091165,Coca Cola,Beverage,28-09-2025,Pune,9006,packages
BF2025091166,Limca,Beverage,02-09-2025,Pune,10963,packages
BF2025091167,Mustard Oil,Oil,05-09-2025,Pune,19049,packages
BF2025091168,Rice Bran Oil,Oil,02-09-2025,Pune,8678,packages
BF2025091169,Coconut Oil,Oil,11-09-2025,Pune,11819,packages
BF2025091170,Soybean Oil,Oil,24-09-2025,Pune,9444,packages
BF2025091171,Olive Oil,Oil,27-09-2025,Pune,14364,packages
BF2025091172,Olive Oil,Oil,12-09-2025,Pune,13225,packages
BF2025091173,Sunflower Oil,Oil,22-09-2025,Pune,7938,packages
BF2025091174,Lux,Soap,26-09-2025,Mumbai,11568,packages
BF2025091175,Godrej,Soap,03-09-2025,Mumbai,19189,packages
BF2025091176,Santoor,Soap,10-09-2025,Mumbai,10362,packages
BF2025091177,Godrej,Soap,03-09-2025,Mumbai,5130,packages
BF2025091178,Pears,Soap,12-09-2025,Mumbai,9777,packages
BF2025091179,Thums Up,Beverage,26-09-2025,Mumbai,17117,packages
BF2025091180,Fanta,Beverage,20-09-2025,Mumbai,12600,packages
BF2025091181,Limca,Beverage,12-09-2025,Mumbai,17658,packages
BF2025091182,Fanta,Beverage,25-09-2025,Mumbai,17000,packages
BF2025091183,Fanta,Beverage,18-09-2025,Mumbai,7466,packages
BF2025091184,Mountain Dew,Beverage,01-09-2025,Mumbai,5391,packages
BF2025091185,Mirinda,Beverage,08-09-2025,Mumbai,15419,packages
BF2025091186,Coca Cola,Beverage,27-09-2025,Mumbai,10488,packages
BF2025091187,Tresemme,Shampoo,25-09-2025,Mumbai,18910,packages
BF2025091188,Loreal,Shampoo,24-09-2025,Mumbai,6703,packages
BF2025091189,Pantene,Shampoo,07-09-2025,Mumbai,11878,packages
BF2025091190,Clinic Plus,Shampoo,16-09-2025,Mumbai,7332,packages
BF2025091191,Dairy Milk,Chocolate,03-09-2025,Delhi,8792,packages
BF2025091192,Twix,Chocolate,28-09-2025,Delhi,16482,packages
BF2025091193,Mars,Chocolate,12-09-2025,Delhi,17253,packages
BF2025091194,5 Star,Chocolate,03-09-2025,Delhi,13280,packages
BF2025091195,Twix,Chocolate,05-09-2025,Delhi,6226,packages
BF2025091196,Dairy Milk,Chocolate,19-09-2025,Delhi,12126,packages
BF2025091197,Balaji,Chips,08-09-2025,Delhi,9276,packages
BF2025091198,Haldirams,Chips,28-09-2025,Delhi,18120,packages
BF2025091199,Haldirams,Chips,13-09-2025,Delhi,10211,packages
BF2025091200,Balaji,Chips,15-09-2025,Delhi,8827,packages
BF2025091201,Pringles,Chips,03-09-2025,Delhi,7230,packages
BF2025091202,Close Up,Toothpaste,04-09-2025,Delhi,6731,packages
BF2025091203,Promise,Toothpaste,06-09-2025,Delhi,12635,packages
BF2025091204,Anchor,Toothpaste,11-09-2025,Delhi,6978,packages
BF2025091205,Meswak,Toothpaste,18-09-2025,Delhi,17621,packages
BF2025091206,Promise,Toothpaste,07-09-2025,Delhi,10051,packages
BF2025091207,Dabur Red,Toothpaste,15-09-2025,Delhi,18967,packages
BF2025091208,Pepsodent,Toothpaste,04-09-2025,Delhi,7582,packages
BF2025091209,Dabur Red,Toothpaste,26-09-2025,Delhi,18539,packages
BF2025091210,Pears,Soap,02-09-2025,Chennai,18695,packages
BF2025091211,Hamam,Soap,28-09-2025,Chennai,7430,packages
BF2025091212,Pears,Soap,03-09-2025,Chennai,10828,packages
BF2025091213,Lux,Soap,13-09-2025,Chennai,16094,packages
BF2025091214,Santoor,Soap,10-09-2025,Chennai,18436,packages
BF2025091215,Lux,Soap,06-09-2025,Chennai,11625,packages
BF2025091216,Godrej,Soap,28-09-2025,Chennai,14108,packages
BF2025091217,Pears,Soap,24-09-2025,Chennai,6551,packages
BF2025091218,Hide & Seek,Biscuit,04-09-2025,Chennai,6989,packages
BF2025091219,Parle-G,Biscuit,01-09-2025,Chennai,18604,packages
BF2025091220,Good Day,Biscuit,25-09-2025,Chennai,7141,packages
BF2025091221,Crack Jack,Biscuit,07-09-2025,Chennai,11098,packages
BF2025091222,Monaco,Biscuit,22-09-2025,Chennai,14540,packages
BF2025091223,Marie Gold,Biscuit,19-09-2025,Chennai,18316,packages
BF2025091224,Parle-G,Biscuit,03-09-2025,Chennai,6056,packages
BF2025091225,Black Rice,Rice,21-09-2025,Chennai,18259,packages
BF2025091226,Sona Masoori,Rice,05-09-2025,Chennai,19828,packages
BF2025091227,Matt Rice,Rice,28-09-2025,Chennai,7007,packages
BF2025091228,Black Rice,Rice,02-09-2025,Chennai,5829,packages
BF2025091229,Red Rice,Rice,06-09-2025,Chennai,18462,packages
BF2025091230,Clinic Plus,Shampoo,16-09-2025,Bangalore,11270,packages
BF2025091231,Tresemme,Shampoo,22-09-2025,Bangalore,7831,packages
BF2025091232,Pantene,Shampoo,12-09-2025,Bangalore,19881,packages
BF2025091233,Loreal,Shampoo,06-09-2025,Bangalore,9585,packages
BF2025091234,Head & Shoulders,Shampoo,15-09-2025,Bangalore,5567,packages
BF2025091235,Pantene,Shampoo,20-09-2025,Bangalore,15605,packages
BF2025091236,Garnier,Shampoo,10-09-2025,Bangalore,11750,packages
BF2025091237,Colgate,Toothpaste,16-09-2025,Bangalore,6437,packages
BF2025091238,Anchor,Toothpaste,09-09-2025,Bangalore,7248,packages
BF2025091239,Sensodyne,Toothpaste,14-09-2025,Bangalore,15529,packages
BF2025091240,Sensodyne,Toothpaste,26-09-2025,Bangalore,15334,packages
BF2025091241,Colgate,Toothpaste,26-09-2025,Bangalore,11266,packages
BF2025091242,Meswak,Toothpaste,26-09-2025,Bangalore,12859,packages
BF2025091243,Promise,Toothpaste,18-09-2025,Bangalore,10636,packages
BF2025091244,Meswak,Toothpaste,19-09-2025,Bangalore,11363,packages
BF2025091245,Sunflower Oil,Oil,06-09-2025,Bangalore,10224,packages
BF2025091246,Coconut Oil,Oil,20-09-2025,Bangalore,5480,packages
BF2025091247,Groundnut Oil,Oil,26-09-2025,Bangalore,5959,packages
BF2025091248,Palm Oil,Oil,26-09-2025,Bangalore,13674,packages
BF2025091249,Coconut Oil,Oil,12-09-2025,Bangalore,7615,packages
BF2025091250,Coconut Oil,Oil,04-09-2025,Bangalore,15762,packages
BF2025091251,Basmati,Rice,09-09-2025,Hyderabad,17518,packages
BF2025091252,Red Rice,Rice,08-09-2025,Hyderabad,10813,packages
BF2025091253,Brown Rice,Rice,27-09-2025,Hyderabad,7885,packages
BF2025091254,Matt Rice,Rice,08-09-2025,Hyderabad,18208,packages
BF2025091255,Matt Rice,Rice,24-09-2025,Hyderabad,19974,packages
BF2025091256,Bajra Flour,Flour,01-09-2025,Hyderabad,14300,packages
BF2025091257,Besan,Flour,19-09-2025,Hyderabad,14225,packages
BF2025091258,Multigrain Flour,Flour,07-09-2025,Hyderabad,13882,packages
BF2025091259,Besan,Flour,10-09-2025,Hyderabad,13035,packages
BF2025091260,Rice Flour,Flour,02-09-2025,Hyderabad,5920,packages
BF2025091261,Maida,Flour,08-09-2025,Hyderabad,5326,packages
BF2025091262,Multigrain Flour,Flour,17-09-2025,Hyderabad,5011,packages
BF2025091263,Maida,Flour,11-09-2025,Hyderabad,18212,packages
BF2025091264,Hide & Seek,Biscuit,11-09-2025,Hyderabad,18146,packages
BF2025091265,Bourbon,Biscuit,28-09-2025,Hyderabad,5975,packages
BF2025091266,Hide & Seek,Biscuit,01-09-2025,Hyderabad,14611,packages
BF2025091267,Hide & Seek,Biscuit,23-09-2025,Hyderabad,17687,packages
BF2025091268,Bourbon,Biscuit,04-09-2025,Hyderabad,6188,packages
BF2025091269,Anchor,Toothpaste,23-09-2025,Kolkata,14601,packages
BF2025091270,Meswak,Toothpaste,04-09-2025,Kolkata,9944,packages
BF2025091271,Close Up,Toothpaste,11-09-2025,Kolkata,7580,packages
BF2025091272,Anchor,Toothpaste,24-09-2025,Kolkata,17973,packages
BF2025091273,Promise,Toothpaste,21-09-2025,Kolkata,15636,packages
BF2025091274,Close Up,Toothpaste,11-09-2025,Kolkata,16586,packages
BF2025091275,Hamam,Soap,23-09-2025,Kolkata,8657,packages
BF2025091276,Lifebuoy,Soap,22-09-2025,Kolkata,11199,packages
BF2025091277,Santoor,Soap,10-09-2025,Kolkata,7086,packages
BF2025091278,Lux,Soap,06-09-2025,Kolkata,16501,packages
BF2025091279,Medimix,Soap,19-09-2025,Kolkata,18938,packages
BF2025091280,Lux,Soap,25-09-2025,Kolkata,7983,packages
BF2025091281,Hamam,Soap,20-09-2025,Kolkata,18251,packages
BF2025091282,Pears,Soap,20-09-2025,Kolkata,15479,packages
BF2025091283,Palm Oil,Oil,04-09-2025,Kolkata,7304,packages
BF2025091284,Olive Oil,Oil,11-09-2025,Kolkata,8899,packages
BF2025091285,Soybean Oil,Oil,12-09-2025,Kolkata,7750,packages
BF2025091286,Olive Oil,Oil,21-09-2025,Kolkata,18462,packages
BF2025091287,Soybean Oil,Oil,23-09-2025,Kolkata,12317,packages
BF2025091288,Groundnut Oil,Oil,01-09-2025,Kolkata,8435,packages
BF2025091289,Olive Oil,Oil,08-09-2025,Kolkata,10742,packages
BF2025091290,Olive Oil,Oil,09-09-2025,Kolkata,16803,packages
BF2025101291,Crack Jack,Biscuit,02-10-2025,Kolhapur,12179,packages
BF2025101292,Crack Jack,Biscuit,24-10-2025,Kolhapur,7725,packages
BF2025101293,Krackjack,Biscuit,14-10-2025,Kolhapur,19446,packages
BF2025101294,Bourbon,Biscuit,13-10-2025,Kolhapur,13946,packages
BF2025101295,Mars,Chocolate,04-10-2025,Kolhapur,17922,packages
BF2025101296,Munch,Chocolate,28-10-2025,Kolhapur,7664,packages
BF2025101297,5 Star,Chocolate,15-10-2025,Kolhapur,18094,packages
BF2025101298,Dairy Milk,Chocolate,28-10-2025,Kolhapur,9831,packages
BF2025101299,Snickers,Chocolate,01-10-2025,Kolhapur,9278,packages
BF2025101300,5 Star,Chocolate,04-10-2025,Kolhapur,10600,packages
BF2025101301,Twix,Chocolate,06-10-2025,Kolhapur,7636,packages
BF2025101302,Rice Flour,Flour,18-10-2025,Kolhapur,10536,packages
BF2025101303,Multigrain Flour,Flour,20-10-2025,Kolhapur,16542,packages
BF2025101304,Jowar Flour,Flour,01-10-2025,Kolhapur,15709,packages
BF2025101305,Jowar Flour,Flour,06-10-2025,Kolhapur,7573,packages
BF2025101306,Haldirams,Chips,04-10-2025,Pune,8367,packages
BF2025101307,Cheetos,Chips,07-10-2025,Pune,16422,packages
BF2025101308,Balaji,Chips,18-10-2025,Pune,15823,packages
BF2025101309,Balaji,Chips,10-10-2025,Pune,8891,packages
BF2025101310,Mountain Dew,Beverage,02-10-2025,Pune,14367,packages
BF2025101311,Limca,Beverage,18-10-2025,Pune,7516,packages
BF2025101312,Mirinda,Beverage,02-10-2025,Pune,5062,packages
BF2025101313,Pepsi,Beverage,14-10-2025,Pune,9825,packages
BF2025101314,Coconut Oil,Oil,16-10-2025,Pune,6589,packages
BF2025101315,Coconut Oil,Oil,01-10-2025,Pune,7798,packages
BF2025101316,Groundnut Oil,Oil,21-10-2025,Pune,6342,packages
BF2025101317,Olive Oil,Oil,16-10-2025,Pune,10052,packages
BF2025101318,Rice Bran Oil,Oil,26-10-2025,Pune,12715,packages
BF2025101319,Groundnut Oil,Oil,16-10-2025,Pune,6493,packages
BF2025101320,Rice Bran Oil,Oil,21-10-2025,Pune,8029,packages
BF2025101321,Rice Bran Oil,Oil,12-10-2025,Pune,11052,packages
BF2025101322,Lux,Soap,15-10-2025,Mumbai,9313,packages
BF2025101323,Godrej,Soap,15-10-2025,Mumbai,9315,packages
BF2025101324,Santoor,Soap,08-10-2025,Mumbai,14244,packages
BF2025101325,Lifebuoy,Soap,02-10-2025,Mumbai,17324,packages
BF2025101326,Dettol,Soap,23-10-2025,Mumbai,6404,packages
BF2025101327,Mountain Dew,Beverage,26-10-2025,Mumbai,17393,packages
BF2025101328,Fanta,Beverage,19-10-2025,Mumbai,14070,packages
BF2025101329,Mountain Dew,Beverage,02-10-2025,Mumbai,18408,packages
BF2025101330,Mountain Dew,Beverage,17-10-2025,Mumbai,13773,packages
BF2025101331,Limca,Beverage,22-10-2025,Mumbai,14383,packages
BF2025101332,Limca,Beverage,08-10-2025,Mumbai,9896,packages
BF2025101333,Clinic Plus,Shampoo,13-10-2025,Mumbai,13226,packages
BF2025101334,Head & Shoulders,Shampoo,19-10-2025,Mumbai,6970,packages
BF2025101335,Garnier,Shampoo,25-10-2025,Mumbai,7832,packages
BF2025101336,Pantene,Shampoo,06-10-2025,Mumbai,18245,packages
BF2025101337,Dairy Milk,Chocolate,05-10-2025,Delhi,11936,packages
BF2025101338,Twix,Chocolate,03-10-2025,Delhi,8308,packages
BF2025101339,Perk,Chocolate,27-10-2025,Delhi,18666,packages
BF2025101340,Kit Kat,Chocolate,20-10-2025,Delhi,10238,packages
BF2025101341,5 Star,Chocolate,24-10-2025,Delhi,6425,packages
BF2025101342,Cheetos,Chips,18-10-2025,Delhi,14044,packages
BF2025101343,Balaji,Chips,11-10-2025,Delhi,13514,packages
BF2025101344,Lays,Chips,15-10-2025,Delhi,17886,packages
BF2025101345,Cheetos,Chips,23-10-2025,Delhi,6843,packages
BF2025101346,Bingo,Chips,14-10-2025,Delhi,7428,packages
BF2025101347,Kurkure,Chips,19-10-2025,Delhi,6730,packages
BF2025101348,Kurkure,Chips,19-10-2025,Delhi,17873,packages
BF2025101349,Meswak,Toothpaste,28-10-2025,Delhi,19383,packages
BF2025101350,Dabur Red,Toothpaste,14-10-2025,Delhi,11275,packages
BF2025101351,Promise,Toothpaste,21-10-2025,Delhi,14372,packages
BF2025101352,Promise,Toothpaste,20-10-2025,Delhi,5613,packages
BF2025101353,Dabur Red,Toothpaste,06-10-2025,Delhi,11602,packages
BF2025101354,Anchor,Toothpaste,05-10-2025,Delhi,5635,packages
BF2025101355,Pears,Soap,11-10-2025,Chennai,5807,packages
BF2025101356,Godrej,Soap,24-10-2025,Chennai,9400,packages
BF2025101357,Lux,Soap,12-10-2025,Chennai,10535,packages
BF2025101358,Santoor,Soap,27-10-2025,Chennai,10094,packages
BF2025101359,Godrej,Soap,09-10-2025,Chennai,19061,packages
BF2025101360,Dettol,Soap,23-10-2025,Chennai,19236,packages
BF2025101361,Lifebuoy,Soap,08-10-2025,Chennai,9923,packages
BF2025101362,Bourbon,Biscuit,25-10-2025,Chennai,9414,packages
BF2025101363,Crack Jack,Biscuit,24-10-2025,Chennai,14911,packages
BF2025101364,Monaco,Biscuit,21-10-2025,Chennai,8079,packages
BF2025101365,Good Day,Biscuit,15-10-2025,Chennai,19965,packages
BF2025101366,Crack Jack,Biscuit,27-10-2025,Chennai,17139,packages
BF2025101367,Bourbon,Biscuit,16-10-2025,Chennai,18451,packages
BF2025101368,Hide & Seek,Biscuit,02-10-2025,Chennai,6075,packages
BF2025101369,Red Rice,Rice,23-10-2025,Chennai,7222,packages
BF2025101370,Basmati,Rice,25-10-2025,Chennai,7846,packages
BF2025101371,Jasmine Rice,Rice,07-10-2025,Chennai,18713,packages
BF2025101372,Jasmine Rice,Rice,02-10-2025,Chennai,5541,packages
BF2025101373,Basmati,Rice,15-10-2025,Chennai,10904,packages
BF2025101374,Jasmine Rice,Rice,23-10-2025,Chennai,9488,packages
BF2025101375,Garnier,Shampoo,27-10-2025,Bangalore,13275,packages
BF2025101376,Dove,Shampoo,13-10-2025,Bangalore,16160,packages
BF2025101377,Pantene,Shampoo,01-10-2025,Bangalore,11102,packages
BF2025101378,Garnier,Shampoo,16-10-2025,Bangalore,7909,packages
BF2025101379,Garnier,Shampoo,28-10-2025,Bangalore,14615,packages
BF2025101380,Sunsilk,Shampoo,18-10-2025,Bangalore,10640,packages
BF2025101381,Dabur Red,Toothpaste,27-10-2025,Bangalore,17270,packages
BF2025101382,Pepsodent,Toothpaste,27-10-2025,Bangalore,9670,packages
BF2025101383,Anchor,Toothpaste,01-10-2025,Bangalore,5813,packages
BF2025101384,Sensodyne,Toothpaste,06-10-2025,Bangalore,19042,packages
BF2025101385,Sensodyne,Toothpaste,08-10-2025,Bangalore,16103,packages
BF2025101386,Rice Bran Oil,Oil,09-10-2025,Bangalore,13409,packages
BF2025101387,Sunflower Oil,Oil,01-10-2025,Bangalore,12767,packages
BF2025101388,Mustard Oil,Oil,05-10-2025,Bangalore,14849,packages
BF2025101389,Sunflower Oil,Oil,26-10-2025,Bangalore,8666,packages
BF2025101390,Groundnut Oil,Oil,09-10-2025,Bangalore,16677,packages
BF2025101391,Red Rice,Rice,14-10-2025,Hyderabad,18952,packages
BF2025101392,Black Rice,Rice,12-10-2025,Hyderabad,9128,packages
BF2025101393,Black Rice,Rice,07-10-2025,Hyderabad,9950,packages
BF2025101394,Red Rice,Rice,22-10-2025,Hyderabad,14576,packages
BF2025101395,Basmati,Rice,04-10-2025,Hyderabad,13380,packages
BF2025101396,Matt Rice,Rice,22-10-2025,Hyderabad,14198,packages
BF2025101397,Ragi Flour,Flour,20-10-2025,Hyderabad,9890,packages
BF2025101398,Rice Flour,Flour,22-10-2025,Hyderabad,12892,packages
BF2025101399,Bajra Flour,Flour,03-10-2025,Hyderabad,9529,packages
BF2025101400,Bajra Flour,Flour,21-10-2025,Hyderabad,19114,packages
BF2025101401,Ragi Flour,Flour,09-10-2025,Hyderabad,15749,packages
BF2025101402,Ragi Flour,Flour,23-10-2025,Hyderabad,8086,packages
BF2025101403,Maida,Flour,05-10-2025,Hyderabad,19740,packages
BF2025101404,Jowar Flour,Flour,02-10-2025,Hyderabad,15822,packages
BF2025101405,Hide & Seek,Biscuit,22-10-2025,Hyderabad,16817,packages
BF2025101406,Krackjack,Biscuit,01-10-2025,Hyderabad,9843,packages
BF2025101407,Crack Jack,Biscuit,09-10-2025,Hyderabad,11628,packages
BF2025101408,Parle-G,Biscuit,13-10-2025,Hyderabad,14552,packages
BF2025101409,Good Day,Biscuit,23-10-2025,Hyderabad,10622,packages
BF2025101410,Good Day,Biscuit,24-10-2025,Hyderabad,16244,packages
BF2025101411,Promise,Toothpaste,21-10-2025,Kolkata,19852,packages
BF2025101412,Meswak,Toothpaste,22-10-2025,Kolkata,13311,packages
BF2025101413,Close Up,Toothpaste,10-10-2025,Kolkata,18773,packages
BF2025101414,Close Up,Toothpaste,22-10-2025,Kolkata,9813,packages
BF2025101415,Promise,Toothpaste,04-10-2025,Kolkata,7096,packages
BF2025101416,Dabur Red,Toothpaste,24-10-2025,Kolkata,16881,packages
BF2025101417,Close Up,Toothpaste,26-10-2025,Kolkata,16136,packages
BF2025101418,Pepsodent,Toothpaste,11-10-2025,Kolkata,8641,packages
BF2025101419,Santoor,Soap,08-10-2025,Kolkata,11889,packages
BF2025101420,Hamam,Soap,26-10-2025,Kolkata,11089,packages
BF2025101421,Santoor,Soap,09-10-2025,Kolkata,12598,packages
BF2025101422,Dettol,Soap,28-10-2025,Kolkata,12709,packages
BF2025101423,Dettol,Soap,02-10-2025,Kolkata,12736,packages
BF2025101424,Dettol,Soap,07-10-2025,Kolkata,19213,packages
BF2025101425,Groundnut Oil,Oil,17-10-2025,Kolkata,11768,packages
BF2025101426,Mustard Oil,Oil,02-10-2025,Kolkata,7250,packages
BF2025101427,Soybean Oil,Oil,07-10-2025,Kolkata,11704,packages
BF2025101428,Palm Oil,Oil,19-10-2025,Kolkata,7346,packages
BF2025101429,Mustard Oil,Oil,11-10-2025,Kolkata,17762,packages
BF2025101430,Palm Oil,Oil,03-10-2025,Kolkata,10449,packages
BF2025101431,Mustard Oil,Oil,21-10-2025,Kolkata,10134,packages
BF2025111432,Krackjack,Biscuit,01-11-2025,Kolhapur,9481,packages
BF2025111433,Hide & Seek,Biscuit,07-11-2025,Kolhapur,14441,packages
BF2025111434,Hide & Seek,Biscuit,25-11-2025,Kolhapur,13021,packages
BF2025111435,Monaco,Biscuit,26-11-2025,Kolhapur,7120,packages
BF2025111436,Twix,Chocolate,14-11-2025,Kolhapur,11609,packages
BF2025111437,Mars,Chocolate,14-11-2025,Kolhapur,11280,packages
BF2025111438,Dairy Milk,Chocolate,01-11-2025,Kolhapur,13745,packages
BF2025111439,Snickers,Chocolate,07-11-2025,Kolhapur,5230,packages
BF2025111440,Munch,Chocolate,11-11-2025,Kolhapur,5293,packages
BF2025111441,Dairy Milk,Chocolate,22-11-2025,Kolhapur,15267,packages
BF2025111442,Munch,Chocolate,24-11-2025,Kolhapur,8707,packages
BF2025111443,Snickers,Chocolate,23-11-2025,Kolhapur,10113,packages
BF2025111444,Jowar Flour,Flour,04-11-2025,Kolhapur,13246,packages
BF2025111445,Ragi Flour,Flour,19-11-2025,Kolhapur,7736,packages
BF2025111446,Wheat Flour,Flour,03-11-2025,Kolhapur,9885,packages
BF2025111447,Multigrain Flour,Flour,10-11-2025,Kolhapur,16924,packages
BF2025111448,Bajra Flour,Flour,17-11-2025,Kolhapur,12105,packages
BF2025111449,Uncle Chips,Chips,11-11-2025,Pune,10885,packages
BF2025111450,Pringles,Chips,25-11-2025,Pune,7701,packages
BF2025111451,Cheetos,Chips,26-11-2025,Pune,5313,packages
BF2025111452,Pringles,Chips,08-11-2025,Pune,16913,packages
BF2025111453,Pringles,Chips,05-11-2025,Pune,17027,packages
BF2025111454,Sprite,Beverage,19-11-2025,Pune,7017,packages
BF2025111455,Coca Cola,Beverage,12-11-2025,Pune,11147,packages
BF2025111456,Thums Up,Beverage,21-11-2025,Pune,17636,packages
BF2025111457,Coca Cola,Beverage,18-11-2025,Pune,14730,packages
BF2025111458,Olive Oil,Oil,22-11-2025,Pune,15708,packages
BF2025111459,Sunflower Oil,Oil,27-11-2025,Pune,5790,packages
BF2025111460,Olive Oil,Oil,23-11-2025,Pune,11828,packages
BF2025111461,Rice Bran Oil,Oil,15-11-2025,Pune,7024,packages
BF2025111462,Godrej,Soap,09-11-2025,Mumbai,16499,packages
BF2025111463,Pears,Soap,05-11-2025,Mumbai,16390,packages
BF2025111464,Lux,Soap,22-11-2025,Mumbai,9933,packages
BF2025111465,Dettol,Soap,14-11-2025,Mumbai,15854,packages
BF2025111466,Santoor,Soap,17-11-2025,Mumbai,15203,packages
BF2025111467,Lifebuoy,Soap,20-11-2025,Mumbai,11862,packages
BF2025111468,Dettol,Soap,27-11-2025,Mumbai,13381,packages
BF2025111469,Dettol,Soap,24-11-2025,Mumbai,9631,packages
BF2025111470,Pepsi,Beverage,26-11-2025,Mumbai,13154,packages
BF2025111471,Fanta,Beverage,07-11-2025,Mumbai,17746,packages
BF2025111472,Fanta,Beverage,09-11-2025,Mumbai,10864,packages
BF2025111473,Mountain Dew,Beverage,23-11-2025,Mumbai,9839,packages
BF2025111474,Garnier,Shampoo,02-11-2025,Mumbai,19915,packages
BF2025111475,Garnier,Shampoo,07-11-2025,Mumbai,10416,packages
BF2025111476,Clinic Plus,Shampoo,08-11-2025,Mumbai,5208,packages
BF2025111477,Dove,Shampoo,22-11-2025,Mumbai,19858,packages
BF2025111478,Garnier,Shampoo,04-11-2025,Mumbai,7443,packages
BF2025111479,5 Star,Chocolate,25-11-2025,Delhi,16854,packages
BF2025111480,5 Star,Chocolate,24-11-2025,Delhi,19823,packages
BF2025111481,Munch,Chocolate,09-11-2025,Delhi,12483,packages
BF2025111482,Kit Kat,Chocolate,10-11-2025,Delhi,12606,packages
BF2025111483,Bingo,Chips,04-11-2025,Delhi,19321,packages
BF2025111484,Balaji,Chips,02-11-2025,Delhi,10901,packages
BF2025111485,Haldirams,Chips,26-11-2025,Delhi,11979,packages
BF2025111486,Kurkure,Chips,24-11-2025,Delhi,6556,packages
BF2025111487,Close Up,Toothpaste,01-11-2025,Delhi,15868,packages
BF2025111488,Close Up,Toothpaste,21-11-2025,Delhi,10384,packages
BF2025111489,Promise,Toothpaste,12-11-2025,Delhi,15187,packages
BF2025111490,Pepsodent,Toothpaste,09-11-2025,Delhi,11105,packages
BF2025111491,Dettol,Soap,06-11-2025,Chennai,11566,packages
BF2025111492,Godrej,Soap,13-11-2025,Chennai,9453,packages
BF2025111493,Medimix,Soap,27-11-2025,Chennai,16303,packages
BF2025111494,Godrej,Soap,28-11-2025,Chennai,18105,packages
BF2025111495,Lifebuoy,Soap,14-11-2025,Chennai,6852,packages
BF2025111496,Lux,Soap,05-11-2025,Chennai,18833,packages
BF2025111497,Crack Jack,Biscuit,04-11-2025,Chennai,19929,packages
BF2025111498,Krackjack,Biscuit,19-11-2025,Chennai,18144,packages
BF2025111499,Krackjack,Biscuit,19-11-2025,Chennai,7969,packages
BF2025111500,Crack Jack,Biscuit,20-11-2025,Chennai,17765,packages
BF2025111501,Parle-G,Biscuit,12-11-2025,Chennai,19132,packages
BF2025111502,Black Rice,Rice,16-11-2025,Chennai,6850,packages
